,game1,game2,home_x,away_x,away_win
12044,40006,41721,13.0,-14.0,0.0
12045,40019,40240,6.0,-9.0,0.0
12046,40076,41840,-2.0,14.0,1.0
12047,40077,41026,-15.0,-2.0,0.0
12048,40086,42268,23.0,13.0,1.0
12049,40101,42041,12.0,-4.0,0.0
12050,40120,40999,-11.0,-16.0,0.0
12051,40145,40798,-5.0,-12.0,0.0
12052,40189,40963,16.0,11.0,1.0
12053,40191,40549,9.0,-5.0,0.0
12054,40195,42204,5.0,-5.0,0.0
12055,40196,41883,-5.0,7.0,1.0
12056,40204,42784,23.0,14.0,1.0
12057,40209,40562,22.0,3.0,1.0
12058,40214,41585,18.0,-24.0,0.0
12059,40216,43163,-4.0,-13.0,0.0
12060,40220,43006,2.0,3.0,1.0
12061,40221,40988,-6.0,-20.0,0.0
12062,40225,40531,-1.0,4.0,1.0
12063,40229,40961,-17.0,-25.0,0.0
12064,40234,43169,26.0,2.0,1.0
12065,40236,42154,-18.0,-25.0,0.0
12066,40250,40674,14.0,21.0,1.0
12067,40273,40500,10.0,-6.0,0.0
12068,40281,40949,-23.0,-13.0,0.0
12069,40289,41933,6.0,-9.0,0.0
12070,40314,40516,9.0,7.0,1.0
12071,40330,41385,-6.0,-8.0,0.0
12072,40338,42575,27.0,-1.0,0.0
12073,40358,40454,13.0,3.0,1.0
12074,40388,43556,-4.0,-8.0,0.0
12075,40399,40588,6.0,2.0,1.0
12076,40419,41003,20.0,2.0,1.0
12077,40430,41610,-15.0,-32.0,0.0
12078,40433,42245,-31.0,-9.0,0.0
12079,40436,41462,3.0,-8.0,0.0
12080,40447,40722,46.0,27.0,1.0
12081,40478,41053,8.0,-3.0,0.0
12082,40482,42474,-2.0,16.0,1.0
12083,40483,41383,11.0,-24.0,0.0
12084,40508,43436,22.0,10.0,1.0
12085,40524,41200,39.0,2.0,1.0
12086,40538,42613,-17.0,7.0,1.0
12087,40550,42223,-5.0,1.0,1.0
12088,40582,42228,18.0,-6.0,0.0
12089,40611,41262,2.0,-5.0,0.0
12090,40624,41926,-21.0,-14.0,0.0
12091,40634,43427,2.0,-8.0,0.0
12092,40659,42224,4.0,-6.0,0.0
12093,40684,41279,16.0,6.0,1.0
12094,40761,42488,-13.0,1.0,1.0
12095,40763,42557,14.0,-6.0,0.0
12096,40790,43500,-6.0,-30.0,0.0
12097,40799,43501,14.0,-1.0,0.0
12098,40802,43674,3.0,-16.0,0.0
12099,40844,42237,-8.0,11.0,1.0
12100,40847,43015,2.0,-7.0,0.0
12101,40861,42026,-4.0,-20.0,0.0
12102,40884,41121,-9.0,-4.0,0.0
12103,40900,42551,-10.0,-21.0,0.0
12104,40915,43549,2.0,-3.0,0.0
12105,40920,43562,20.0,-22.0,0.0
12106,40946,42161,15.0,13.0,1.0
12107,40951,43165,11.0,-1.0,0.0
12108,40955,41457,-24.0,-4.0,0.0
12109,40957,43533,22.0,-16.0,0.0
12110,40959,41471,11.0,-15.0,0.0
12111,40965,43547,8.0,3.0,1.0
12112,40966,43559,3.0,-3.0,0.0
12113,40967,42982,8.0,-5.0,0.0
12114,40968,43194,18.0,-4.0,0.0
12115,40975,41645,12.0,3.0,1.0
12116,40976,43554,10.0,-1.0,0.0
12117,40978,42508,-6.0,-10.0,0.0
12118,40980,43676,7.0,-8.0,0.0
12119,40981,43085,-15.0,23.0,1.0
12120,40982,43672,-6.0,8.0,1.0
12121,40983,42513,-8.0,-13.0,0.0
12122,40987,42086,-9.0,-11.0,0.0
12123,40990,43832,19.0,-31.0,0.0
12124,40993,42050,30.0,3.0,1.0
12125,40995,43837,10.0,-6.0,0.0
12126,40997,43372,9.0,-5.0,0.0
12127,40998,43309,20.0,-16.0,0.0
12128,41001,42541,9.0,-21.0,0.0
12129,41002,43641,-2.0,-12.0,0.0
12130,41011,43642,10.0,-10.0,0.0
12131,41013,43664,-9.0,-28.0,0.0
12132,41014,42335,13.0,-14.0,0.0
12133,41016,43448,32.0,15.0,1.0
12134,41019,42540,-18.0,-8.0,0.0
12135,41020,43361,3.0,-2.0,0.0
12136,41024,43597,8.0,4.0,1.0
12137,41025,43683,16.0,-9.0,0.0
12138,41027,42377,-5.0,-7.0,0.0
12139,41028,43656,16.0,-20.0,0.0
12140,41031,42313,-2.0,-3.0,0.0
12141,41032,43668,-3.0,8.0,1.0
12142,41033,42213,4.0,-19.0,0.0
12143,41034,42704,-1.0,-26.0,0.0
12144,41035,43460,-32.0,-54.0,0.0
12145,41036,43809,9.0,19.0,1.0
12146,41037,42719,7.0,-17.0,0.0
12147,41040,42394,13.0,-9.0,0.0
12148,41041,42724,-24.0,-8.0,0.0
12149,41042,43633,-2.0,-13.0,0.0
12150,41043,43814,-14.0,-25.0,0.0
12151,41044,43820,1.0,-9.0,0.0
12152,41045,42975,5.0,-15.0,0.0
12153,41048,42208,-10.0,10.0,1.0
12154,41049,42435,10.0,-19.0,0.0
12155,41050,43596,14.0,-1.0,0.0
12156,41051,43603,6.0,-11.0,0.0
12157,41052,43114,3.0,-17.0,0.0
12158,41054,43207,-15.0,-7.0,0.0
12159,41057,42506,2.0,-11.0,0.0
12160,41060,42233,-2.0,-7.0,0.0
12161,41061,42466,12.0,12.0,1.0
12162,41062,42166,-16.0,-27.0,0.0
12163,41063,43622,13.0,-19.0,0.0
12164,41065,42480,-6.0,-13.0,0.0
12165,41066,43626,17.0,-12.0,0.0
12166,41067,43805,1.0,5.0,1.0
12167,41068,42371,-11.0,-4.0,0.0
12168,41069,42307,-16.0,-10.0,0.0
12169,41071,42376,10.0,2.0,1.0
12170,41074,42518,-7.0,10.0,1.0
12171,41076,42556,5.0,-18.0,0.0
12172,41077,41469,-1.0,-6.0,0.0
12173,41078,42937,-7.0,11.0,1.0
12174,41079,42470,2.0,-4.0,0.0
12175,41081,43327,-13.0,-4.0,0.0
12176,41082,41393,-1.0,-18.0,0.0
12177,41085,42478,12.0,-21.0,0.0
12178,41086,43234,13.0,20.0,1.0
12179,41088,43235,11.0,4.0,1.0
12180,41089,43548,-20.0,-4.0,0.0
12181,41090,43039,24.0,11.0,1.0
12182,41092,42434,13.0,12.0,1.0
12183,41093,42471,13.0,-7.0,0.0
12184,41094,42475,-7.0,8.0,1.0
12185,41096,43826,10.0,-16.0,0.0
12186,41097,43819,1.0,2.0,1.0
12187,41098,43545,12.0,-8.0,0.0
12188,41099,41576,-6.0,-22.0,0.0
12189,41100,43561,16.0,-5.0,0.0
12190,41102,43823,-14.0,-8.0,0.0
12191,41103,41844,3.0,13.0,1.0
12192,41105,43086,6.0,-4.0,0.0
12193,41106,43254,-4.0,-6.0,0.0
12194,41108,42476,-11.0,-16.0,0.0
12195,41109,43563,-9.0,-20.0,0.0
12196,41110,43536,4.0,-16.0,0.0
12197,41111,42484,7.0,16.0,1.0
12198,41112,43453,20.0,17.0,1.0
12199,41113,43265,3.0,4.0,1.0
12200,41114,43830,12.0,3.0,1.0
12201,41115,42349,5.0,7.0,1.0
12202,41116,42350,-7.0,-15.0,0.0
12203,41117,42352,-15.0,-18.0,0.0
12204,41118,41766,-3.0,-10.0,0.0
12205,41119,43051,8.0,-9.0,0.0
12206,41125,43047,-27.0,-13.0,0.0
12207,41128,42427,3.0,-4.0,0.0
12208,41129,42972,-4.0,-11.0,0.0
12209,41132,43432,3.0,-16.0,0.0
12210,41134,42410,1.0,-15.0,0.0
12211,41135,42976,6.0,1.0,1.0
12212,41136,42465,11.0,-20.0,0.0
12213,41137,42959,5.0,1.0,1.0
12214,41139,41446,16.0,5.0,1.0
12215,41140,42288,10.0,-9.0,0.0
12216,41141,42835,3.0,-8.0,0.0
12217,41142,43402,-21.0,-7.0,0.0
12218,41143,43767,-8.0,1.0,1.0
12219,41144,42842,-12.0,3.0,1.0
12220,41145,42374,-11.0,-4.0,0.0
12221,41148,42302,9.0,-14.0,0.0
12222,41149,42265,7.0,16.0,1.0
12223,41150,43014,14.0,-40.0,0.0
12224,41152,42819,2.0,5.0,1.0
12225,41153,42387,13.0,15.0,1.0
12226,41154,42210,14.0,9.0,1.0
12227,41155,42520,-2.0,6.0,1.0
12228,41156,43692,10.0,11.0,1.0
12229,41157,42417,7.0,-6.0,0.0
12230,41158,42614,7.0,-7.0,0.0
12231,41159,42455,-6.0,17.0,1.0
12232,41161,43236,1.0,-4.0,0.0
12233,41162,42274,-9.0,-15.0,0.0
12234,41164,42318,18.0,4.0,1.0
12235,41165,43728,-27.0,-42.0,0.0
12236,41166,41477,20.0,3.0,1.0
12237,41167,43729,3.0,2.0,1.0
12238,41168,42404,-16.0,-27.0,0.0
12239,41169,42712,-3.0,-13.0,0.0
12240,41171,43202,8.0,-24.0,0.0
12241,41172,42369,4.0,-3.0,0.0
12242,41173,42279,-25.0,-27.0,0.0
12243,41174,42262,-5.0,6.0,1.0
12244,41175,42409,2.0,2.0,1.0
12245,41178,41896,10.0,-17.0,0.0
12246,41180,42338,8.0,-4.0,0.0
12247,41181,43022,-5.0,-3.0,0.0
12248,41182,42000,-5.0,3.0,1.0
12249,41183,42418,9.0,11.0,1.0
12250,41184,43730,1.0,-1.0,0.0
12251,41186,43200,-8.0,3.0,1.0
12252,41188,42428,-17.0,-19.0,0.0
12253,41189,42522,4.0,-6.0,0.0
12254,41190,42429,-14.0,-28.0,0.0
12255,41191,42989,2.0,-20.0,0.0
12256,41193,42327,14.0,18.0,1.0
12257,41194,42548,10.0,-13.0,0.0
12258,41195,42329,25.0,5.0,1.0
12259,41198,43754,12.0,4.0,1.0
12260,41199,42967,-15.0,-11.0,0.0
12261,41201,42968,-4.0,-9.0,0.0
12262,41202,43357,4.0,-8.0,0.0
12263,41203,43756,8.0,13.0,1.0
12264,41204,42445,-3.0,-14.0,0.0
12265,41205,42457,-11.0,1.0,1.0
12266,41206,43056,22.0,7.0,1.0
12267,41208,42135,-8.0,-2.0,0.0
12268,41209,42136,-5.0,-6.0,0.0
12269,41210,43061,4.0,15.0,1.0
12270,41212,42514,7.0,-5.0,0.0
12271,41213,42451,17.0,3.0,1.0
12272,41214,43324,1.0,-1.0,0.0
12273,41216,42485,11.0,-17.0,0.0
12274,41217,42148,-5.0,-13.0,0.0
12275,41218,42469,25.0,-16.0,0.0
12276,41221,43062,12.0,-8.0,0.0
12277,41223,42595,12.0,13.0,1.0
12278,41226,42617,12.0,-23.0,0.0
12279,41227,43762,-9.0,-19.0,0.0
12280,41228,42472,3.0,3.0,1.0
12281,41229,42340,4.0,-13.0,0.0
12282,41230,42342,10.0,-17.0,0.0
12283,41231,43389,-8.0,-30.0,0.0
12284,41232,43677,-1.0,-10.0,0.0
12285,41233,43260,-22.0,-2.0,0.0
12286,41234,42141,16.0,-9.0,0.0
12287,41235,42840,19.0,9.0,1.0
12288,41236,43475,-23.0,-24.0,0.0
12289,41237,42600,-11.0,-10.0,0.0
12290,41238,42345,-15.0,-15.0,0.0
12291,41239,42787,5.0,2.0,1.0
12292,41240,41867,9.0,5.0,1.0
12293,41241,42860,-18.0,-17.0,0.0
12294,41242,42571,8.0,-2.0,0.0
12295,41243,43759,14.0,-7.0,0.0
12296,41246,43111,-8.0,-18.0,0.0
12297,41247,43400,-1.0,-7.0,0.0
12298,41248,42491,-9.0,-7.0,0.0
12299,41249,42421,14.0,-2.0,0.0
12300,41250,42381,20.0,17.0,1.0
12301,41253,41490,-8.0,-12.0,0.0
12302,41255,43731,10.0,-7.0,0.0
12303,41256,43173,-11.0,-22.0,0.0
12304,41257,42273,-2.0,3.0,1.0
12305,41258,42504,-13.0,-14.0,0.0
12306,41259,42517,23.0,-1.0,0.0
12307,41266,43218,-8.0,-22.0,0.0
12308,41268,42677,-3.0,28.0,1.0
12309,41269,42509,-11.0,-18.0,0.0
12310,41271,42911,14.0,11.0,1.0
12311,41272,43118,-10.0,-8.0,0.0
12312,41275,42694,23.0,6.0,1.0
12313,41276,42314,1.0,8.0,1.0
12314,41277,43220,-1.0,2.0,1.0
12315,41280,43229,6.0,2.0,1.0
12316,41281,43321,-13.0,-19.0,0.0
12317,41282,42534,-13.0,1.0,1.0
12318,41284,43578,-2.0,-16.0,0.0
12319,41286,42323,-12.0,-9.0,0.0
12320,41287,42426,-2.0,-31.0,0.0
12321,41288,43113,-3.0,10.0,1.0
12322,41289,42386,26.0,-3.0,0.0
12323,41291,43136,7.0,-2.0,0.0
12324,41293,42447,8.0,-12.0,0.0
12325,41294,42433,5.0,25.0,1.0
12326,41295,43675,-4.0,7.0,1.0
12327,41296,42332,-13.0,-30.0,0.0
12328,41297,43347,3.0,-25.0,0.0
12329,41298,42756,-8.0,-6.0,0.0
12330,41299,42524,29.0,-14.0,0.0
12331,41300,42324,2.0,-15.0,0.0
12332,41301,42859,1.0,-2.0,0.0
12333,41303,42533,-1.0,-15.0,0.0
12334,41304,42519,17.0,-4.0,0.0
12335,41305,43211,6.0,11.0,1.0
12336,41306,42528,12.0,-7.0,0.0
12337,41307,42537,23.0,9.0,1.0
12338,41308,43259,-12.0,-23.0,0.0
12339,41309,43390,-8.0,-5.0,0.0
12340,41310,42782,36.0,20.0,1.0
12341,41311,42347,-2.0,-8.0,0.0
12342,41313,42997,7.0,-32.0,0.0
12343,41314,42797,18.0,5.0,1.0
12344,41315,42822,9.0,-3.0,0.0
12345,41316,42206,2.0,7.0,1.0
12346,41317,41940,4.0,10.0,1.0
12347,41318,43488,-12.0,-4.0,0.0
12348,41320,43652,-4.0,13.0,1.0
12349,41321,43017,-16.0,-10.0,0.0
12350,41323,42722,-13.0,-15.0,0.0
12351,41324,42218,-5.0,-17.0,0.0
12352,41327,42440,-21.0,-17.0,0.0
12353,41328,41978,2.0,27.0,1.0
12354,41331,42596,4.0,-12.0,0.0
12355,41333,42458,2.0,-6.0,0.0
12356,41334,42549,1.0,-3.0,0.0
12357,41335,42563,3.0,-4.0,0.0
12358,41336,43479,-14.0,-19.0,0.0
12359,41337,42422,5.0,-21.0,0.0
12360,41338,42565,34.0,18.0,1.0
12361,41339,42247,7.0,18.0,1.0
12362,41340,42370,29.0,18.0,1.0
12363,41342,42512,-9.0,-29.0,0.0
12364,41343,42829,5.0,-15.0,0.0
12365,41344,42569,-8.0,-10.0,0.0
12366,41346,42006,-13.0,-25.0,0.0
12367,41347,42899,3.0,-6.0,0.0
12368,41348,42379,16.0,-14.0,0.0
12369,41349,43199,15.0,-15.0,0.0
12370,41350,43700,7.0,-6.0,0.0
12371,41352,43005,13.0,-4.0,0.0
12372,41353,42389,9.0,-12.0,0.0
12373,41354,42319,-5.0,-3.0,0.0
12374,41355,43328,-3.0,-11.0,0.0
12375,41356,42825,-3.0,-2.0,0.0
12376,41357,42580,-6.0,-6.0,0.0
12377,41358,43694,1.0,-20.0,0.0
12378,41359,43634,31.0,12.0,1.0
12379,41360,43197,3.0,2.0,1.0
12380,41361,42430,16.0,14.0,1.0
12381,41363,42325,8.0,32.0,1.0
12382,41364,42804,11.0,4.0,1.0
12383,41365,42588,23.0,11.0,1.0
12384,41367,43078,13.0,-2.0,0.0
12385,41368,42629,19.0,3.0,1.0
12386,41369,42572,-11.0,6.0,1.0
12387,41370,42591,-6.0,-6.0,0.0
12388,41371,43658,4.0,-16.0,0.0
12389,41372,42560,10.0,-26.0,0.0
12390,41373,42598,11.0,19.0,1.0
12391,41374,42344,19.0,8.0,1.0
12392,41376,42785,24.0,18.0,1.0
12393,41377,43088,-21.0,-15.0,0.0
12394,41378,42789,10.0,1.0,1.0
12395,41379,43688,-22.0,-11.0,0.0
12396,41380,42798,-13.0,2.0,1.0
12397,41381,42606,3.0,17.0,1.0
12398,41382,43058,9.0,-6.0,0.0
12399,41384,42497,-27.0,7.0,1.0
12400,41386,42002,-24.0,-4.0,0.0
12401,41387,42699,2.0,13.0,1.0
12402,41388,42570,7.0,2.0,1.0
12403,41389,43217,10.0,-14.0,0.0
12404,41390,43406,-9.0,-13.0,0.0
12405,41391,42920,-3.0,-6.0,0.0
12406,41392,42714,-9.0,-2.0,0.0
12407,41394,41966,-1.0,-4.0,0.0
12408,41395,43102,-6.0,-10.0,0.0
12409,41397,42720,9.0,3.0,1.0
12410,41398,43537,17.0,15.0,1.0
12411,41401,42734,28.0,15.0,1.0
12412,41402,43490,22.0,-2.0,0.0
12413,41403,42931,3.0,17.0,1.0
12414,41405,42743,9.0,6.0,1.0
12415,41406,43358,-2.0,-3.0,0.0
12416,41407,42717,29.0,-4.0,0.0
12417,41408,42778,-5.0,14.0,1.0
12418,41410,43314,10.0,-8.0,0.0
12419,41411,42009,14.0,-10.0,0.0
12420,41412,42593,10.0,2.0,1.0
12421,41413,42669,16.0,-9.0,0.0
12422,41414,42758,6.0,-12.0,0.0
12423,41415,43153,-27.0,-9.0,0.0
12424,41416,43557,19.0,2.0,1.0
12425,41417,42032,-7.0,-16.0,0.0
12426,41418,42641,18.0,8.0,1.0
12427,41419,42741,10.0,-6.0,0.0
12428,41421,42643,-11.0,-6.0,0.0
12429,41423,42649,9.0,-20.0,0.0
12430,41424,43081,7.0,6.0,1.0
12431,41425,42953,17.0,3.0,1.0
12432,41426,43238,7.0,-16.0,0.0
12433,41427,42791,6.0,4.0,1.0
12434,41428,42697,-22.0,6.0,1.0
12435,41429,43410,8.0,-2.0,0.0
12436,41430,43408,21.0,-7.0,0.0
12437,41432,43374,-4.0,10.0,1.0
12438,41433,43356,17.0,-10.0,0.0
12439,41434,42693,-22.0,3.0,1.0
12440,41435,42841,-24.0,-8.0,0.0
12441,41436,43003,-10.0,2.0,1.0
12442,41438,42667,7.0,3.0,1.0
12443,41439,42668,-1.0,-5.0,0.0
12444,41440,42602,-6.0,-11.0,0.0
12445,41441,42603,-5.0,-19.0,0.0
12446,41442,42543,-18.0,-3.0,0.0
12447,41443,43601,14.0,-2.0,0.0
12448,41444,42673,16.0,5.0,1.0
12449,41445,42652,-5.0,-4.0,0.0
12450,41447,41872,-6.0,1.0,1.0
12451,41448,42566,-23.0,-19.0,0.0
12452,41449,42918,7.0,-3.0,0.0
12453,41450,42680,14.0,8.0,1.0
12454,41451,43119,1.0,-16.0,0.0
12455,41452,42681,8.0,10.0,1.0
12456,41453,42453,-6.0,3.0,1.0
12457,41454,43295,37.0,24.0,1.0
12458,41456,42772,2.0,-23.0,0.0
12459,41458,42568,8.0,17.0,1.0
12460,41459,43442,8.0,-2.0,0.0
12461,41460,42912,15.0,10.0,1.0
12462,41461,41769,6.0,9.0,1.0
12463,41463,42820,-6.0,10.0,1.0
12464,41464,42691,14.0,14.0,1.0
12465,41465,42696,6.0,16.0,1.0
12466,41466,42615,16.0,21.0,1.0
12467,41467,43225,9.0,5.0,1.0
12468,41470,42564,15.0,-11.0,0.0
12469,41472,42750,8.0,-6.0,0.0
12470,41473,42585,10.0,-26.0,0.0
12471,41474,42656,-19.0,-22.0,0.0
12472,41475,42678,18.0,-16.0,0.0
12473,41476,43534,11.0,-4.0,0.0
12474,41478,42406,4.0,-20.0,0.0
12475,41479,42097,-1.0,-5.0,0.0
12476,41480,42876,-2.0,-5.0,0.0
12477,41481,43492,12.0,23.0,1.0
12478,41482,42604,3.0,-16.0,0.0
12479,41483,43325,12.0,11.0,1.0
12480,41484,42716,18.0,13.0,1.0
12481,41485,42496,31.0,28.0,1.0
12482,41486,42623,10.0,10.0,1.0
12483,41487,42823,13.0,1.0,1.0
12484,41488,42901,19.0,-9.0,0.0
12485,41491,42726,22.0,46.0,1.0
12486,41492,43496,-22.0,-17.0,0.0
12487,41494,43337,42.0,4.0,1.0
12488,41495,42423,6.0,17.0,1.0
12489,41496,43134,-16.0,-27.0,0.0
12490,41497,42731,17.0,21.0,1.0
12491,41498,42650,-5.0,3.0,1.0
12492,41499,42811,15.0,-4.0,0.0
12493,41500,42107,11.0,-4.0,0.0
12494,41501,42621,17.0,-5.0,0.0
12495,41502,42827,-15.0,-13.0,0.0
12496,41503,42736,25.0,9.0,1.0
12497,41504,42222,-7.0,-6.0,0.0
12498,41505,43159,3.0,-9.0,0.0
12499,41506,42738,-12.0,-16.0,0.0
12500,41507,42627,-15.0,-21.0,0.0
12501,41508,42934,-17.0,-27.0,0.0
12502,41509,42742,-5.0,-9.0,0.0
12503,41510,43315,1.0,-1.0,0.0
12504,41511,42659,7.0,-25.0,0.0
12505,41512,42675,10.0,-11.0,0.0
12506,41513,42887,15.0,7.0,1.0
12507,41514,42830,-5.0,-24.0,0.0
12508,41515,42746,-13.0,-21.0,0.0
12509,41516,43504,-14.0,-7.0,0.0
12510,41517,43241,-7.0,-2.0,0.0
12511,41518,43505,-1.0,-7.0,0.0
12512,41519,42753,-14.0,-8.0,0.0
12513,41520,42630,17.0,10.0,1.0
12514,41521,43055,18.0,16.0,1.0
12515,41522,42226,-2.0,-5.0,0.0
12516,41523,42938,-3.0,-7.0,0.0
12517,41525,43226,10.0,-39.0,0.0
12518,41526,42747,9.0,-3.0,0.0
12519,41527,43279,13.0,5.0,1.0
12520,41528,42634,-24.0,-9.0,0.0
12521,41529,42554,-10.0,-3.0,0.0
12522,41530,42306,-6.0,12.0,1.0
12523,41531,42941,-2.0,-11.0,0.0
12524,41532,43373,-43.0,-12.0,0.0
12525,41533,43249,13.0,14.0,1.0
12526,41534,42765,-4.0,-2.0,0.0
12527,41535,42202,34.0,-3.0,0.0
12528,41536,43171,-2.0,-13.0,0.0
12529,41537,42767,14.0,11.0,1.0
12530,41538,42834,-10.0,-2.0,0.0
12531,41539,42832,16.0,-16.0,0.0
12532,41540,42769,33.0,10.0,1.0
12533,41541,42640,12.0,3.0,1.0
12534,41542,42770,18.0,32.0,1.0
12535,41544,42771,-4.0,-10.0,0.0
12536,41545,43157,17.0,-16.0,0.0
12537,41546,42773,6.0,10.0,1.0
12538,41547,42733,-7.0,3.0,1.0
12539,41548,42775,13.0,15.0,1.0
12540,41549,42102,3.0,-7.0,0.0
12541,41550,42624,14.0,-20.0,0.0
12542,41551,42950,17.0,21.0,1.0
12543,41552,42839,2.0,14.0,1.0
12544,41553,42790,14.0,-10.0,0.0
12545,41554,42644,13.0,4.0,1.0
12546,41555,42951,11.0,10.0,1.0
12547,41556,42780,-11.0,-32.0,0.0
12548,41557,42988,13.0,-9.0,0.0
12549,41558,43289,9.0,-9.0,0.0
12550,41560,42900,-3.0,-6.0,0.0
12551,41561,43261,9.0,-5.0,0.0
12552,41563,42242,-5.0,-3.0,0.0
12553,41564,42902,-1.0,-24.0,0.0
12554,41565,43464,7.0,-8.0,0.0
12555,41566,43038,-14.0,1.0,1.0
12556,41567,42651,3.0,7.0,1.0
12557,41568,42981,7.0,-3.0,0.0
12558,41569,42810,9.0,13.0,1.0
12559,41570,43272,16.0,12.0,1.0
12560,41571,42793,23.0,-2.0,0.0
12561,41572,43273,18.0,9.0,1.0
12562,41573,42885,28.0,-9.0,0.0
12563,41574,42926,23.0,10.0,1.0
12564,41577,43472,10.0,-9.0,0.0
12565,41578,43512,-4.0,-4.0,0.0
12566,41579,43162,-21.0,-20.0,0.0
12567,41580,42695,-4.0,13.0,1.0
12568,41581,42507,-1.0,-6.0,0.0
12569,41583,42837,5.0,-13.0,0.0
12570,41584,42845,20.0,6.0,1.0
12571,41586,42998,-6.0,-9.0,0.0
12572,41587,43424,9.0,-10.0,0.0
12573,41588,43334,-1.0,15.0,1.0
12574,41589,42919,5.0,14.0,1.0
12575,41591,42833,23.0,-4.0,0.0
12576,41592,42806,13.0,-20.0,0.0
12577,41593,42620,7.0,2.0,1.0
12578,41594,43021,-25.0,-45.0,0.0
12579,41597,43028,-8.0,-1.0,0.0
12580,41598,42818,28.0,-8.0,0.0
12581,41599,42826,16.0,23.0,1.0
12582,41600,42757,2.0,-15.0,0.0
12583,41601,42118,-12.0,-3.0,0.0
12584,41602,42625,-13.0,-14.0,0.0
12585,41603,43139,20.0,2.0,1.0
12586,41604,42933,-16.0,-18.0,0.0
12587,41605,43127,9.0,-15.0,0.0
12588,41606,43353,8.0,-8.0,0.0
12589,41608,42134,-9.0,-10.0,0.0
12590,41609,42633,18.0,5.0,1.0
12591,41612,42768,-11.0,-11.0,0.0
12592,41613,42735,8.0,-24.0,0.0
12593,41614,42815,-7.0,3.0,1.0
12594,41615,42995,19.0,-14.0,0.0
12595,41616,42294,2.0,-1.0,0.0
12596,41617,42836,-27.0,-15.0,0.0
12597,41618,42838,-23.0,-23.0,0.0
12598,41619,42646,-6.0,-27.0,0.0
12599,41620,43083,-31.0,-17.0,0.0
12600,41621,42816,1.0,-11.0,0.0
12601,41622,43087,-22.0,-20.0,0.0
12602,41623,42178,34.0,9.0,1.0
12603,41624,43478,1.0,12.0,1.0
12604,41626,42707,7.0,-35.0,0.0
12605,41627,42813,-15.0,-12.0,0.0
12606,41628,42844,12.0,7.0,1.0
12607,41632,43091,2.0,-11.0,0.0
12608,41634,42666,-13.0,8.0,1.0
12609,41635,42851,-21.0,-23.0,0.0
12610,41637,43409,-10.0,-12.0,0.0
12611,41639,42893,4.0,6.0,1.0
12612,41641,42450,8.0,7.0,1.0
12613,41643,43510,4.0,-4.0,0.0
12614,41648,42877,11.0,-9.0,0.0
12615,41651,42864,-17.0,-30.0,0.0
12616,41652,42843,8.0,7.0,1.0
12617,41653,42869,2.0,-22.0,0.0
12618,41654,42676,4.0,10.0,1.0
12619,41655,42737,14.0,-42.0,0.0
12620,41656,42698,2.0,1.0,1.0
12621,41657,42700,-12.0,-15.0,0.0
12622,41658,43001,-1.0,-5.0,0.0
12623,41659,42701,-7.0,-9.0,0.0
12624,41661,43317,-2.0,-13.0,0.0
12625,41664,43016,4.0,11.0,1.0
12626,41666,42725,-6.0,-6.0,0.0
12627,41667,43336,37.0,28.0,1.0
12628,41668,43352,20.0,-8.0,0.0
12629,41670,42994,14.0,-1.0,0.0
12630,41671,43035,-17.0,-5.0,0.0
12631,41673,43110,3.0,-2.0,0.0
12632,41674,42886,-1.0,-27.0,0.0
12633,41676,42745,-7.0,-17.0,0.0
12634,41678,43032,13.0,-1.0,0.0
12635,41679,42896,-41.0,-26.0,0.0
12636,41680,42897,-18.0,-26.0,0.0
12637,41681,43386,-10.0,-28.0,0.0
12638,41682,42479,2.0,3.0,1.0
12639,41683,42881,17.0,-14.0,0.0
12640,41684,43454,-3.0,-22.0,0.0
12641,41685,42921,19.0,-2.0,0.0
12642,41686,42904,-8.0,-19.0,0.0
12643,41687,42973,10.0,4.0,1.0
12644,41688,42182,24.0,-7.0,0.0
12645,41689,43034,8.0,-19.0,0.0
12646,41690,42103,4.0,-22.0,0.0
12647,41691,42149,11.0,-7.0,0.0
12648,41693,42607,8.0,-8.0,0.0
12649,41694,42611,8.0,27.0,1.0
12650,41695,43060,-9.0,9.0,1.0
12651,41696,43459,-1.0,5.0,1.0
12652,41698,42916,-3.0,-7.0,0.0
12653,41699,43415,-7.0,16.0,1.0
12654,41701,43037,-5.0,3.0,1.0
12655,41702,42618,10.0,-26.0,0.0
12656,41703,43041,6.0,-5.0,0.0
12657,41705,42437,17.0,-1.0,0.0
12658,41706,42910,9.0,-3.0,0.0
12659,41707,42012,15.0,7.0,1.0
12660,41708,42925,-13.0,-30.0,0.0
12661,41709,43461,-16.0,-15.0,0.0
12662,41710,43079,3.0,-15.0,0.0
12663,41711,43384,-3.0,2.0,1.0
12664,41712,42929,17.0,-7.0,0.0
12665,41713,42616,6.0,-4.0,0.0
12666,41714,43036,11.0,16.0,1.0
12667,41715,43140,9.0,9.0,1.0
12668,41716,43040,32.0,9.0,1.0
12669,41717,43046,9.0,1.0,1.0
12670,41718,42150,21.0,-12.0,0.0
12671,41719,42936,-24.0,-18.0,0.0
12672,41720,42501,14.0,2.0,1.0
12673,41722,42601,20.0,-28.0,0.0
12674,41723,42137,-5.0,-9.0,0.0
12675,41724,43042,23.0,-1.0,0.0
12676,41725,42635,19.0,12.0,1.0
12677,41727,42895,-5.0,-13.0,0.0
