,game1,game2
17057,29201,29731
17058,29732,31342
17059,29733,31036
17060,29392,29734
17061,29735,30940
17062,29736,30942
17063,29737,30096
17064,29738,31168
17065,29739,30120
17066,29742,30919
17067,29743,31057
17068,29747,30828
17069,29748,30924
17070,29749,30926
17071,29750,30764
17072,29752,30928
17073,29154,29753
17074,29754,30929
17075,29755,31060
17076,29756,31222
17077,29757,30830
17078,29467,29758
17079,29759,31493
17080,29760,30880
17081,29761,30939
17082,29762,31043
17083,29763,31228
17084,29277,29764
17085,29765,31320
17086,29766,31045
17087,29767,31055
17088,29768,30489
17089,29769,30946
17090,29770,31160
17091,29771,31064
17092,29772,31372
17093,29773,31052
17094,29774,31561
17095,29775,30951
17096,29776,30475
17097,29777,30837
17098,29778,31093
17099,29779,30953
17100,29780,31002
17101,29781,30663
17102,29782,30954
17103,29784,30874
17104,29785,31117
17105,29786,30087
17106,29787,31056
17107,29788,30841
17108,29789,30964
17109,29790,30966
17110,29791,30849
17111,29196,29792
17112,29793,31123
17113,29794,31163
17114,29796,31124
17115,29797,30099
17116,29798,30932
17117,29799,31330
17118,29800,31259
17119,29801,31253
17120,29802,30979
17121,29803,31141
17122,29804,30669
17123,29806,30833
17124,28930,29807
17125,29808,31345
17126,29809,31258
17127,29810,31159
17128,29811,30987
17129,29812,30488
17130,29215,29813
17131,29814,31266
17132,29122,29815
17133,29411,29816
17134,29818,30859
17135,29819,30887
17136,29820,30888
17137,29821,30996
17138,29823,30033
17139,29824,31386
17140,29825,30891
17141,29826,31302
17142,29827,31133
17143,29828,31283
17144,29174,29829
17145,29830,30521
17146,29831,30032
17147,29832,30894
17148,29833,30895
17149,29834,30459
17150,29835,31108
17151,29836,30312
17152,29838,31292
17153,29839,31016
17154,28957,29840
17155,29842,30498
17156,29843,30465
17157,29844,30429
17158,29846,31359
17159,29847,31021
17160,29848,30901
17161,29849,30893
17162,29850,31086
17163,29851,31025
17164,29852,31026
17165,29853,30902
17166,29854,30903
17167,29855,31029
17168,29856,31041
17169,29857,30889
17170,29430,29858
17171,29859,31061
17172,29860,30490
17173,29861,31145
17174,29862,31232
17175,29863,30908
17176,29864,30909
17177,29865,31046
17178,29866,31089
17179,29867,31226
17180,29458,29868
17181,29869,30846
17182,29870,31102
17183,29872,30852
17184,29873,30566
17185,29874,30918
17186,29875,30920
17187,29876,31297
17188,27739,29877
17189,29879,31218
17190,29880,30930
17191,29881,30468
17192,29268,29882
17193,29883,31039
17194,29884,31397
17195,29885,30947
17196,29886,30808
17197,29887,31099
17198,29889,30873
17199,29890,30364
17200,29891,30960
17201,29441,29892
17202,29894,30965
17203,29420,29895
17204,28337,29896
17205,29440,29897
17206,29898,31195
17207,29899,30883
17208,29900,30349
17209,29901,30390
17210,29902,30944
17211,29903,31354
17212,29904,31091
17213,29905,31533
17214,29908,31180
17215,29909,31284
17216,29912,30517
17217,29321,29913
17218,29914,31164
17219,29916,30331
17220,29917,30428
17221,29919,30738
17222,29920,31034
17223,29921,31038
17224,29922,30650
17225,27996,29924
17226,29925,31567
17227,29926,30235
17228,28576,29928
17229,29929,31098
17230,29930,30224
17231,29932,31720
17232,29934,31520
17233,29935,31202
17234,28963,29938
17235,29939,31080
17236,29940,31295
17237,29941,30757
17238,29138,29943
17239,29944,31109
17240,29945,30927
17241,29950,31115
17242,29951,30952
17243,29952,31351
17244,29953,31357
17245,29954,30084
17246,29955,30959
17247,29956,31243
17248,29957,31514
17249,29958,31120
17250,29960,31114
17251,29962,30968
17252,29965,31126
17253,29966,30686
17254,29967,30384
17255,29968,31410
17256,29970,31496
17257,29972,30222
17258,29973,31134
17259,29975,31132
17260,29976,31189
17261,29977,31564
17262,29980,31130
17263,29981,31528
17264,29982,31144
17265,29983,30991
17266,29984,31316
17267,29985,30290
17268,29986,30934
17269,29987,31224
17270,29011,29988
17271,29989,31280
17272,29990,31155
17273,29991,31177
17274,29992,30957
17275,29993,31509
17276,29995,30375
17277,29997,31522
17278,29998,30454
17279,29999,30814
17280,30000,31167
17281,30001,31526
17282,30003,31529
17283,30004,31269
17284,30005,30698
17285,30006,31624
17286,30007,31174
17287,30008,31275
17288,30009,30666
17289,30010,31148
17290,29377,30011
17291,29319,30012
17292,30013,30822
17293,28309,30014
17294,30016,31298
17295,30017,31552
17296,30018,31299
17297,30019,31301
17298,29681,30020
17299,30021,31385
17300,30022,31305
17301,29266,30023
17302,30024,31336
17303,30025,31318
17304,30026,30447
17305,30027,31313
17306,30028,30938
17307,30029,30344
17308,30030,30998
17309,29340,30031
17310,29831,30032
17311,29823,30033
17312,30034,31000
17313,30035,30935
17314,30036,30862
17315,29038,30037
17316,28891,30039
17317,28892,30040
17318,30041,31209
17319,30042,31323
17320,28953,30045
17321,30046,31213
17322,30047,31429
17323,30048,31236
17324,30049,30574
17325,30050,31256
17326,30051,31367
17327,30052,30912
17328,30053,31215
17329,30054,31216
17330,29143,30055
17331,29616,30056
17332,30058,31238
17333,29462,30059
17334,30060,31221
17335,30061,31150
17336,30062,31364
17337,29022,30064
17338,30065,31223
17339,30066,31075
17340,30068,31494
17341,30069,30651
17342,29515,30070
17343,29097,30071
17344,30072,30652
17345,30074,31433
17346,30075,31303
17347,30076,31200
17348,30077,30513
17349,30078,30950
17350,29176,30079
17351,30080,31233
17352,30081,31343
17353,30082,30897
17354,30083,31235
17355,29954,30084
17356,29182,30085
17357,30086,30876
17358,29786,30087
17359,30088,30480
17360,30089,31095
17361,30090,31069
17362,30091,31121
17363,30092,31242
17364,29342,30093
17365,29198,30094
17366,30095,30680
17367,29737,30096
17368,30097,30784
17369,30098,30597
17370,29797,30099
17371,29532,30100
17372,30101,30882
17373,30102,30840
17374,30105,31257
17375,29305,30106
17376,28350,30107
17377,30108,30990
17378,30109,31441
17379,30110,31022
17380,30111,31268
17381,30112,31188
17382,30113,31442
17383,30114,31118
17384,30115,31190
17385,30116,31274
17386,30117,31152
17387,30118,30916
17388,30119,30792
17389,29739,30120
17390,29232,30121
17391,30122,30917
17392,29606,30123
17393,30125,31333
17394,28947,30126
17395,30127,31186
17396,30128,31248
17397,29242,30129
17398,30130,31178
17399,30131,31010
17400,28934,30132
17401,30133,30500
17402,29042,30134
17403,30135,31255
17404,30136,30522
17405,30137,31400
17406,30138,31358
17407,30139,31423
17408,30140,31247
17409,30141,30899
17410,29596,30142
17411,28968,30143
17412,30145,31304
17413,30146,31191
17414,28886,30147
17415,30149,31387
17416,29492,30150
17417,30151,31315
17418,29320,30152
17419,30153,31196
17420,30154,31510
17421,30155,31319
17422,28911,30156
17423,30157,30948
17424,30158,30913
17425,30159,31322
17426,30160,30622
17427,30163,31413
17428,30164,31379
17429,30165,31053
17430,30166,31285
17431,28181,30167
17432,30168,31182
17433,30170,30626
17434,30171,30562
17435,30172,31279
17436,29021,30173
17437,29690,30176
17438,30177,30578
17439,30178,31234
17440,29187,30179
17441,29567,30180
17442,30181,31246
17443,29018,30182
17444,30183,31281
17445,30184,30967
17446,30185,31070
17447,30186,30615
17448,30187,31254
17449,29209,30189
17450,29071,30190
17451,30191,31262
17452,28889,30192
17453,29602,30194
17454,29528,30196
17455,29239,30198
17456,29591,30199
17457,28756,30200
17458,29032,30201
17459,30202,31395
17460,30203,31421
17461,28998,30205
17462,29464,30206
17463,28984,30209
17464,29568,30210
17465,28391,30211
17466,28979,30213
17467,30214,31383
17468,30215,31325
17469,28504,30216
17470,30218,30977
17471,28396,30219
17472,29705,30220
17473,30221,31444
17474,29972,30222
17475,30223,30722
17476,29930,30224
17477,30226,31388
17478,30229,31390
17479,30230,31309
17480,29153,30231
17481,30233,31579
17482,30234,30995
17483,29926,30235
17484,29415,30238
17485,29177,30240
17486,29183,30242
17487,30243,31507
17488,27707,30244
17489,29197,30245
17490,28385,30246
17491,29083,30249
17492,29479,30250
17493,30251,31408
17494,30252,30980
17495,30255,31127
17496,27784,30256
17497,30257,31100
17498,30258,31574
17499,30261,31392
17500,30262,30706
17501,30263,31076
17502,30264,31541
17503,29721,30265
17504,29251,30266
17505,30268,31448
17506,30269,31550
17507,27772,30271
17508,30272,31425
17509,28811,30273
17510,30275,31483
17511,28721,30276
17512,30277,31217
17513,30278,31569
17514,30279,31058
17515,29265,30280
17516,29396,30282
17517,29112,30283
17518,30284,30727
17519,29399,30285
17520,28910,30286
17521,28531,30287
17522,30288,31718
17523,29219,30289
17524,29985,30290
17525,28932,30291
17526,28938,30292
17527,30293,30751
17528,29264,30294
17529,29222,30295
17530,30296,30721
17531,29052,30297
17532,29049,30298
17533,29034,30299
17534,29204,30300
17535,30301,30958
17536,30302,31081
17537,29178,30303
17538,30304,31600
17539,29552,30305
17540,30306,31024
17541,29263,30307
17542,30308,31603
17543,29244,30309
17544,30310,31306
17545,30311,31308
17546,29836,30312
17547,29145,30313
17548,28983,30314
17549,30315,30818
17550,30317,31568
17551,28883,30318
17552,30319,31485
17553,28919,30320
17554,30321,30681
17555,30322,31172
17556,30323,31537
17557,30324,30711
17558,30325,31539
17559,29437,30326
17560,29150,30328
17561,29276,30329
17562,29297,30330
17563,29916,30331
17564,28857,30333
17565,30334,31381
17566,29155,30335
17567,29363,30336
17568,29064,30337
17569,28232,30338
17570,29065,30339
17571,29623,30340
17572,29285,30341
17573,30342,30769
17574,29111,30343
17575,30029,30344
17576,30345,31456
17577,30346,31396
17578,30347,31092
17579,29900,30349
17580,29294,30350
17581,28902,30351
17582,28990,30352
17583,29469,30354
17584,29175,30355
17585,30356,30806
17586,29367,30357
17587,29179,30358
17588,30360,30623
17589,30361,31424
17590,30362,31480
17591,30363,31147
17592,29890,30364
17593,28851,30365
17594,28848,30366
17595,29292,30367
17596,30368,30963
17597,29193,30369
17598,29194,30370
17599,30371,31412
17600,29341,30373
17601,29453,30374
17602,29995,30375
17603,30376,31171
17604,30378,31349
17605,29703,30379
17606,29141,30380
17607,29205,30382
17608,30383,30554
17609,29967,30384
17610,29549,30385
17611,28847,30386
17612,29510,30387
17613,29213,30388
17614,29050,30389
17615,29901,30390
17616,29356,30391
17617,30392,31170
17618,29124,30393
17619,29414,30394
17620,30395,31352
17621,29684,30396
17622,29262,30397
17623,29224,30398
17624,30399,31131
17625,30400,31347
17626,29227,30401
17627,30402,31536
17628,29229,30403
17629,30404,31460
17630,30405,30598
17631,30406,30625
17632,30407,31461
17633,29013,30408
17634,28560,30409
17635,29130,30410
17636,29237,30411
17637,29131,30412
17638,29482,30413
17639,30414,30988
17640,29608,30415
17641,29241,30416
17642,30417,30586
17643,29243,30418
17644,30419,31334
17645,29132,30420
17646,29096,30421
17647,30422,31420
17648,29248,30423
17649,28996,30424
17650,28872,30425
17651,30426,31427
17652,29095,30427
17653,29917,30428
17654,29844,30429
17655,29723,30430
17656,29259,30431
17657,30432,31554
17658,29142,30433
17659,30434,31452
17660,29530,30435
17661,29140,30436
17662,30437,31192
17663,30438,30628
17664,29330,30439
17665,29329,30441
17666,29271,30443
17667,28272,30444
17668,30445,30748
17669,29332,30446
17670,30026,30447
17671,30448,31426
17672,29389,30449
17673,30450,31405
17674,28992,30451
17675,30452,31401
17676,30453,31375
17677,29998,30454
17678,30456,31414
17679,28993,30457
17680,29714,30458
17681,29834,30459
17682,29136,30461
17683,29139,30462
17684,30463,31453
17685,29161,30464
17686,29843,30465
17687,29288,30466
17688,29159,30467
17689,29881,30468
17690,30469,30933
17691,29590,30470
17692,29170,30474
17693,29776,30475
17694,29172,30476
17695,28030,30477
17696,29298,30478
17697,29593,30479
17698,30088,30480
17699,30481,31492
17700,29282,30482
17701,29300,30483
17702,29289,30486
17703,29325,30487
17704,29812,30488
17705,29768,30489
17706,29860,30490
17707,30491,31307
17708,28854,30492
17709,28856,30493
17710,30494,31310
17711,29316,30495
17712,29317,30497
17713,29842,30498
17714,29281,30499
17715,30133,30500
17716,30501,30900
17717,28877,30502
17718,29698,30503
17719,28880,30504
17720,29270,30505
17721,30506,31314
17722,29569,30509
17723,29459,30511
17724,29678,30512
17725,30077,30513
17726,29078,30516
17727,29912,30517
17728,29233,30519
17729,29830,30521
17730,30136,30522
17731,29246,30523
17732,29109,30527
17733,29348,30528
17734,29390,30531
17735,29350,30533
17736,29354,30535
17737,30537,31415
17738,29169,30539
17739,29592,30542
17740,30543,30838
17741,29488,30544
17742,29184,30545
17743,29696,30546
17744,30548,31402
17745,29480,30550
17746,29465,30551
17747,29633,30552
17748,29119,30553
17749,30383,30554
17750,29115,30555
17751,30557,31326
17752,29383,30558
17753,29622,30559
17754,30560,31540
17755,29129,30561
17756,30171,30562
17757,30563,31138
17758,29257,30564
17759,30565,31282
17760,29873,30566
17761,29386,30567
17762,28982,30568
17763,29387,30569
17764,29446,30570
17765,29449,30571
17766,29450,30572
17767,29688,30573
17768,30049,30574
17769,29460,30575
17770,29398,30577
17771,30177,30578
17772,29068,30579
17773,30580,30875
17774,30581,30834
17775,28980,30582
17776,29397,30583
17777,30584,31241
17778,29499,30585
17779,30417,30586
17780,29503,30587
17781,29216,30588
17782,29408,30589
17783,30590,31128
17784,29210,30591
17785,29186,30592
17786,30593,31560
17787,29520,30594
17788,30595,31288
17789,29521,30596
17790,30098,30597
17791,30405,30598
17792,28828,30599
17793,29422,30600
17794,29609,30601
17795,29537,30602
17796,29406,30603
17797,29540,30604
17798,30606,31340
17799,29551,30607
17800,29553,30608
17801,29554,30609
17802,29555,30610
17803,29556,30611
17804,29498,30612
17805,29432,30613
17806,29020,30614
17807,30186,30615
17808,29562,30616
17809,29273,30617
17810,29619,30618
17811,29146,30619
17812,30620,31240
17813,30621,31225
17814,30160,30622
17815,30360,30623
17816,30624,31278
17817,30406,30625
17818,30170,30626
17819,30627,31276
17820,30438,30628
17821,29447,30629
17822,29582,30630
17823,29433,30631
17824,29561,30633
17825,28903,30634
17826,29185,30635
17827,29100,30636
17828,29457,30637
17829,29461,30638
17830,29505,30639
17831,30640,31339
17832,29160,30641
17833,29481,30642
17834,29618,30643
17835,29653,30645
17836,29466,30646
17837,30647,31197
17838,30648,31201
17839,29470,30649
17840,29922,30650
17841,30069,30651
17842,30072,30652
17843,30653,31181
17844,29579,30654
17845,29610,30655
17846,29586,30656
17847,29173,30657
17848,29395,30658
17849,28905,30659
17850,29693,30660
17851,29649,30661
17852,29483,30662
17853,29781,30663
17854,29545,30664
17855,30665,31467
17856,30009,30666
17857,29627,30667
17858,29114,30668
17859,29804,30669
17860,30670,31094
17861,29490,30671
17862,30672,31373
17863,29234,30673
17864,29525,30674
17865,29494,30675
17866,29668,30678
17867,29001,30679
17868,30095,30680
17869,30321,30681
17870,27979,30682
17871,30683,30972
17872,29560,30684
17873,29407,30685
17874,29966,30686
17875,29165,30687
17876,29409,30688
17877,29120,30689
17878,29583,30690
17879,29511,30691
17880,29614,30692
17881,29601,30693
17882,28849,30694
17883,28909,30695
17884,29517,30696
17885,29121,30697
17886,30005,30698
17887,29412,30699
17888,29088,30700
17889,29413,30701
17890,29125,30702
17891,29026,30703
17892,29523,30705
17893,30262,30706
17894,29524,30707
17895,29493,30708
17896,29427,30709
17897,30710,31205
17898,30324,30711
17899,30712,31208
17900,30713,31001
17901,28451,30714
17902,29529,30715
17903,29531,30716
17904,28933,30718
17905,30719,31003
17906,29478,30720
17907,30296,30721
17908,30223,30722
17909,28995,30723
17910,29158,30724
17911,29541,30725
17912,30726,31014
17913,30284,30727
17914,29544,30728
17915,29381,30729
17916,29416,30731
17917,29351,30732
17918,28095,30733
17919,29550,30734
17920,29203,30735
17921,29425,30736
17922,29919,30738
17923,29484,30739
17924,29426,30740
17925,29522,30741
17926,29428,30742
17927,29421,30743
17928,29423,30745
17929,29405,30746
17930,29101,30747
17931,30445,30748
17932,29190,30749
17933,29275,30750
17934,30293,30751
17935,29445,30752
17936,29388,30753
17937,29361,30755
17938,30756,31522
17939,29941,30757
17940,29612,30758
17941,29580,30761
17942,28999,30763
17943,29750,30764
17944,29448,30765
17945,29474,30767
17946,29163,30768
17947,30342,30769
17948,30770,31230
17949,29595,30771
17950,29475,30772
17951,29010,30773
17952,29514,30778
17953,29597,30780
17954,29116,30781
17955,29404,30782
17956,29700,30783
17957,30097,30784
17958,29508,30785
17959,30786,31071
17960,29536,30787
17961,29600,30788
17962,29512,30789
17963,29513,30790
17964,29024,30791
17965,30119,30792
17966,30793,31077
17967,29677,30794
17968,29607,30795
17969,29016,30796
17970,28707,30797
17971,28861,30798
17972,29548,30801
17973,29613,30802
17974,29581,30803
17975,28879,30804
17976,30805,31366
17977,30356,30806
17978,29886,30808
17979,28844,30810
17980,29575,30811
17981,29144,30813
17982,29999,30814
17983,28572,30815
17984,29636,30816
17985,29334,30817
17986,30315,30818
17987,30013,30822
17988,29725,30823
17989,30824,31105
17990,30826,31487
17991,29747,30828
17992,29680,30829
17993,29757,30830
17994,29394,30832
17995,29806,30833
17996,30581,30834
17997,30835,31111
17998,29777,30837
17999,30543,30838
18000,29489,30839
18001,30102,30840
18002,29788,30841
18003,29667,30842
18004,29496,30844
18005,29869,30846
18006,29669,30847
18007,29207,30848
18008,29791,30849
18009,29646,30850
18010,29605,30851
18011,29872,30852
18012,29547,30854
18013,30855,31338
18014,29818,30859
18015,30036,30862
18016,29686,30863
18017,29687,30864
18018,29455,30865
18019,30866,31488
18020,29393,30867
18021,29360,30868
18022,29070,30869
18023,29061,30870
18024,29692,30871
18025,29719,30872
18026,29889,30873
18027,29784,30874
18028,30580,30875
18029,30086,30876
18030,29188,30877
18031,28894,30878
18032,29760,30880
18033,29384,30881
18034,30101,30882
18035,29899,30883
18036,29518,30886
18037,29819,30887
18038,29820,30888
18039,29857,30889
18040,29825,30891
18041,29708,30892
18042,29849,30893
18043,29832,30894
18044,29833,30895
18045,29702,30896
18046,30082,30897
18047,29689,30898
18048,30141,30899
18049,30501,30900
18050,29848,30901
18051,29853,30902
18052,29854,30903
18053,30904,31193
18054,29269,30905
18055,28809,30906
18056,29640,30907
18057,29863,30908
18058,29864,30909
18059,29564,30910
18060,29662,30911
18061,30052,30912
18062,30158,30913
18063,30914,31328
18064,29573,30915
18065,30118,30916
18066,30122,30917
18067,29874,30918
18068,29742,30919
18069,29875,30920
18070,29062,30921
18071,30922,31249
18072,29307,30923
18073,29748,30924
18074,29621,30925
18075,29749,30926
18076,29945,30927
18077,29752,30928
18078,29754,30929
18079,29880,30930
18080,29798,30932
18081,30469,30933
18082,29986,30934
18083,30035,30935
18084,29654,30936
18085,29287,30937
18086,30028,30938
18087,29761,30939
18088,29735,30940
18089,29110,30941
18090,29736,30942
18091,28864,30943
18092,29902,30944
18093,29293,30945
18094,29769,30946
18095,29885,30947
18096,30157,30948
18097,29074,30949
18098,30078,30950
18099,29775,30951
18100,29951,30952
18101,29779,30953
18102,29782,30954
18103,29338,30955
18104,29310,30956
18105,29992,30957
18106,30301,30958
18107,29955,30959
18108,29891,30960
18109,29400,30961
18110,29401,30962
18111,30368,30963
18112,29789,30964
18113,29894,30965
18114,29790,30966
18115,30184,30967
18116,29962,30968
18117,29699,30969
18118,29634,30970
18119,30683,30972
18120,29082,30973
18121,28229,30974
18122,30975,31376
18123,29504,30976
18124,30218,30977
18125,28927,30978
18126,29802,30979
18127,30252,30980
18128,29670,30981
18129,29208,30982
18130,28783,30983
18131,29373,30984
18132,29641,30985
18133,29509,30986
18134,29811,30987
18135,30414,30988
18136,29672,30989
18137,30108,30990
18138,29983,30991
18139,29711,30992
18140,29712,30993
18141,30234,30995
18142,29821,30996
18143,29694,30997
18144,30030,30998
18145,29231,30999
18146,30034,31000
18147,30713,31001
18148,29780,31002
18149,30719,31003
18150,29716,31004
18151,29717,31006
18152,29718,31007
18153,29308,31008
18154,29663,31009
18155,30131,31010
18156,29625,31012
18157,29635,31013
18158,30726,31014
18159,29442,31015
18160,29839,31016
18161,29647,31017
18162,29306,31018
18163,29679,31019
18164,29676,31020
18165,29847,31021
18166,30110,31022
18167,29720,31023
18168,30306,31024
18169,29851,31025
18170,29852,31026
18171,29727,31027
18172,29710,31028
18173,29855,31029
18174,29729,31030
18175,31031,31393
18176,28965,31032
18177,29328,31033
18178,29920,31034
18179,29733,31036
18180,29434,31037
18181,29921,31038
18182,29883,31039
18183,29856,31041
18184,29762,31043
18185,29766,31045
18186,29865,31046
18187,29380,31047
18188,29364,31048
18189,29339,31049
18190,29047,31050
18191,29302,31051
18192,29773,31052
18193,30165,31053
18194,29713,31054
18195,29767,31055
18196,29787,31056
18197,29743,31057
18198,30279,31058
18199,29755,31060
18200,29859,31061
18201,29588,31062
18202,29358,31063
18203,29771,31064
18204,27946,31066
18205,29724,31068
18206,30090,31069
18207,30185,31070
18208,30786,31071
18209,29212,31072
18210,29214,31073
18211,29152,31074
18212,30066,31075
18213,30263,31076
18214,30793,31077
18215,28950,31078
18216,29123,31079
18217,29939,31080
18218,30302,31081
18219,29543,31083
18220,29171,31084
18221,29850,31086
18222,28437,31088
18223,29866,31089
18224,29620,31090
18225,29904,31091
18226,30347,31092
18227,29778,31093
18228,30670,31094
18229,30089,31095
18230,29929,31098
18231,29887,31099
18232,30257,31100
18233,29336,31101
18234,29870,31102
18235,29473,31103
18236,28874,31104
18237,30824,31105
18238,28890,31106
18239,28895,31107
18240,29835,31108
18241,29944,31109
18242,29157,31110
18243,30835,31111
18244,28831,31113
18245,29960,31114
18246,29950,31115
18247,29477,31116
18248,29785,31117
18249,30114,31118
18250,29570,31119
18251,29958,31120
18252,30091,31121
18253,28918,31122
18254,29793,31123
18255,29796,31124
18256,29502,31125
18257,29965,31126
18258,30255,31127
18259,30590,31128
18260,29516,31129
18261,29980,31130
18262,30399,31131
18263,29975,31132
18264,29827,31133
18265,29973,31134
18266,29238,31135
18267,29039,31136
18268,29180,31137
18269,30563,31138
18270,29424,31139
18271,29661,31140
18272,29803,31141
18273,29982,31144
18274,29861,31145
18275,29391,31146
18276,30363,31147
18277,30010,31148
18278,29004,31149
18279,30061,31150
18280,29280,31151
18281,30117,31152
18282,28393,31153
18283,28991,31154
18284,29990,31155
18285,29563,31156
18286,29487,31157
18287,29167,31158
18288,29810,31159
18289,29770,31160
18290,28912,31161
18291,28870,31162
18292,29794,31163
18293,29914,31164
18294,28967,31165
18295,29103,31166
18296,30000,31167
18297,29738,31168
18298,30392,31170
18299,30376,31171
18300,30322,31172
18301,30007,31174
18302,29534,31175
18303,29535,31176
18304,29991,31177
18305,30130,31178
18306,29908,31180
18307,30653,31181
18308,30168,31182
18309,28863,31183
18310,29258,31184
18311,30127,31186
18312,28724,31187
18313,30112,31188
18314,29976,31189
18315,30115,31190
18316,30146,31191
18317,30437,31192
18318,30904,31193
18319,29431,31194
18320,29898,31195
18321,30153,31196
18322,30647,31197
18323,29572,31199
18324,30076,31200
18325,30648,31201
18326,29935,31202
18327,29485,31203
18328,30710,31205
18329,29527,31206
18330,30712,31208
18331,30041,31209
18332,28106,31210
18333,29349,31211
18334,29283,31212
18335,30046,31213
18336,29707,31214
18337,30053,31215
18338,30054,31216
18339,30277,31217
18340,29879,31218
18341,28823,31219
18342,29585,31220
18343,30060,31221
18344,29756,31222
18345,30065,31223
18346,29987,31224
18347,30621,31225
18348,29867,31226
18349,29438,31227
18350,29763,31228
18351,29439,31229
18352,30770,31230
18353,29476,31231
18354,29862,31232
18355,30080,31233
18356,30178,31234
18357,30083,31235
18358,30048,31236
18359,29362,31237
18360,30058,31238
18361,29076,31239
18362,30620,31240
18363,30584,31241
18364,30092,31242
18365,29956,31243
18366,29706,31244
18367,29017,31245
18368,30181,31246
18369,30140,31247
18370,30128,31248
18371,30922,31249
18372,29419,31250
18373,29801,31253
18374,30187,31254
18375,30135,31255
18376,30050,31256
18377,30105,31257
18378,29809,31258
18379,29800,31259
18380,30191,31262
18381,27722,31263
18382,29087,31264
18383,29217,31265
18384,29814,31266
18385,29218,31267
18386,30111,31268
18387,30004,31269
18388,29486,31270
18389,29051,31272
18390,29192,31273
18391,30116,31274
18392,30008,31275
18393,30627,31276
18394,29418,31277
18395,30624,31278
18396,30172,31279
18397,29989,31280
18398,30183,31281
18399,30565,31282
18400,29828,31283
18401,29909,31284
18402,30166,31285
18403,29444,31286
18404,29443,31287
18405,30595,31288
18406,29558,31289
18407,29701,31290
18408,29542,31291
18409,29838,31292
18410,29057,31293
18411,29254,31294
18412,29940,31295
18413,29378,31296
18414,29876,31297
18415,30016,31298
18416,30018,31299
18417,29631,31300
18418,30019,31301
18419,29826,31302
18420,30075,31303
18421,30145,31304
18422,30022,31305
18423,30310,31306
18424,30491,31307
18425,30311,31308
18426,30230,31309
18427,30494,31310
18428,29652,31311
18429,29066,31312
18430,30027,31313
18431,30506,31314
18432,30151,31315
18433,29984,31316
18434,29691,31317
18435,30025,31318
18436,30155,31319
18437,29765,31320
18438,29642,31321
18439,30159,31322
18440,30042,31323
18441,30215,31325
18442,30557,31326
18443,29366,31327
18444,30914,31328
18445,29311,31329
18446,29799,31330
18447,31331,31411
18448,28939,31332
18449,30125,31333
18450,30419,31334
18451,29376,31335
18452,30024,31336
18453,30855,31338
18454,30640,31339
18455,30606,31340
18456,29497,31341
18457,29732,31342
18458,30081,31343
18459,29299,31344
18460,29808,31345
18461,29665,31346
18462,30400,31347
18463,28101,31348
18464,30378,31349
18465,29952,31351
18466,30395,31352
18467,28942,31353
18468,29903,31354
18469,28955,31355
18470,29635,31356
18471,29953,31357
18472,30138,31358
18473,29846,31359
18474,28972,31360
18475,28974,31362
18476,28975,31363
18477,30062,31364
18478,30805,31366
18479,30051,31367
18480,29151,31368
18481,27660,31369
18482,28481,31371
18483,29772,31372
18484,30672,31373
18485,29692,31374
18486,30453,31375
18487,30975,31376
18488,29809,31377
18489,30164,31379
18490,27947,31380
18491,30334,31381
18492,29531,31382
18493,30214,31383
18494,30616,31384
18495,30021,31385
18496,29824,31386
18497,30149,31387
18498,30226,31388
18499,29671,31389
18500,30229,31390
18501,30261,31392
18502,31031,31393
18503,30202,31395
18504,30346,31396
18505,29884,31397
18506,29274,31398
18507,29195,31399
18508,30137,31400
18509,30452,31401
18510,30548,31402
18511,30970,31404
18512,30450,31405
18513,29599,31406
18514,30251,31408
18515,29372,31409
18516,29968,31410
18517,31331,31411
18518,30371,31412
18519,30163,31413
18520,30456,31414
18521,30537,31415
18522,31180,31416
18523,29637,31417
18524,29053,31418
18525,29267,31419
18526,30422,31420
18527,30203,31421
18528,29256,31422
18529,30139,31423
18530,30361,31424
18531,30272,31425
18532,30448,31426
18533,30426,31427
18534,30047,31429
18535,30074,31433
18536,29682,31439
18537,29371,31440
18538,30109,31441
18539,30113,31442
18540,30221,31444
18541,28920,31446
18542,30268,31448
18543,29131,31449
18544,28952,31451
18545,30434,31452
18546,30463,31453
18547,30345,31456
18548,30404,31460
18549,30407,31461
18550,30662,31465
18551,31238,31466
18552,30665,31467
18553,30362,31480
18554,29454,31481
18555,30275,31483
18556,29452,31484
18557,30319,31485
18558,30826,31487
18559,30866,31488
18560,29463,31491
18561,30481,31492
18562,29759,31493
18563,30068,31494
18564,30160,31495
18565,29970,31496
18566,29572,31497
18567,29112,31501
18568,29660,31502
18569,29539,31503
18570,28441,31504
18571,30243,31507
18572,29993,31509
18573,30154,31510
18574,29206,31511
18575,29957,31514
18576,29081,31516
18577,29638,31517
18578,29465,31518
18579,29934,31520
18580,29501,31521
18581,29997,31522
18582,29085,31524
18583,30001,31526
18584,29981,31528
18585,30003,31529
18586,28852,31530
18587,29089,31531
18588,29225,31532
18589,29905,31533
18590,29028,31534
18591,30402,31536
18592,30323,31537
18593,31206,31538
18594,30325,31539
18595,30560,31540
18596,30264,31541
18597,29611,31548
18598,30269,31550
18599,30017,31552
18600,30432,31554
18601,31024,31557
18602,28880,31558
18603,28976,31559
18604,30593,31560
18605,29774,31561
18606,29431,31562
18607,29639,31563
18608,29977,31564
18609,29072,31565
18610,29925,31567
